web-scraper-order,web-scraper-start-url,pages,pages-href,title,articles,articles-href,subtitle,author,date,content
"1571529775-8752","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","3","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAt.hsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=21&pz=10&bct=0&xargs=0","Facebook Refuses To Pull Trump Campaign Ad That Falsely Accuses Biden Of Corruption","Facebook Refuses To Pull Trump Campaign Ad That Falsely Accuses Biden Of Corruption","https://search.huffpost.com/click/_ylt=AwrS_AgipKtdORUAdhFsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558563/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2ffacebook-trump-campaign-biden-ad_n_5d9d7f76e4b02c9da040f73b/RK=2/RS=8s8tML48Kvopkw47t.ofmeaAbzU-","Joe Biden has slammed Facebook for allowing the spread of an “objectively false” ad. The clip has already been viewed on Facebook millions of times.","Dominique Mosbergen","10/09/2019 05:29 am ET",""
"1571529753-8594","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","4","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAuOhsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=31&pz=10&bct=0&xargs=0","Republicans Signed Letter Supporting The Ukraine Reforms Biden Was Pushing","Republicans Signed Letter Supporting The Ukraine Reforms Biden Was Pushing","https://search.huffpost.com/click/_ylt=Awr9CKkIpKtdNQYAeYFsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558536/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fjoe-biden-republican-support-letter-ukraine_n_5d960e2ee4b0da7f6622ccc5/RK=2/RS=RZFT14oeB8eLiYytxhqYAfUESqE-","A 2016 letter expressing bipartisan support for “urgent reforms” within Ukraine’s prosecutor general’s office appears to undermine Trump’s claims.","","10/03/2019 01:55 pm ET","A bipartisan group of lawmakers echoed then-Vice President Joe Biden’s push for anti-corruption reforms in Ukraine, including within the country’s office of the prosecutor general, according to a 2016 letter unearthed by CNN."
"1571529762-8660","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","4","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAuOhsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=31&pz=10&bct=0&xargs=0","White House Officials Absent From Sunday Shows As Ukraine Controversy Grows","White House Officials Absent From Sunday Shows As Ukraine Controversy Grows","https://search.huffpost.com/click/_ylt=Awr9CKkIpKtdNQYAc4FsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558536/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fwhite-house-sunday-morning-shows_n_5d9a17dde4b03b475f9b1cb8/RK=2/RS=tqL0g8VG8PcMNGJNhX8B1no4Zgk-","Trump’s facing an impeachment inquiry and not a single White House official signed on to answer questions about it.","","10/06/2019 04:32 pm ET","This week birthed several major developments regarding impeachment and Trump’s push for foreign leaders to investigate former Vice President Joe Biden, his potential Democratic opponent in the 2020 presidential election."
"1571529780-8787","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","3","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAt.hsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=21&pz=10&bct=0&xargs=0","Trump’s Not Rolling With GOP Theory He Was ‘Joking’ About China Probing Bidens","Trump's Not Rolling With GOP Theory He Was 'Joking' About China Probing Bidens","https://search.huffpost.com/click/_ylt=AwrS_AgipKtdORUAchFsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558563/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2ftrump-china-joke-republicans_n_5da00506e4b06ddfc5175d35/RK=2/RS=PzLBEzeHceHCDRh5QyXVyHx91M0-","Republicans defended the president’s suggestion that China should investigate Joe Biden as a joke. But Trump isn’t laughing.","","10/11/2019 06:39 am ET","He added: “Frankly, as far as I’m concerned, if China wants to look into something, I think that’s great. And if they don’t want to, I think that’s great too. That’s up to China.”"
"1571529735-8513","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","5","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAuehsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=41&pz=10&bct=0&xargs=0","A Running List Of Republicans Criticizing Trump’s Ukraine Scandal","A Running List Of Republicans Criticizing Trump's Ukraine Scandal","https://search.huffpost.com/click/_ylt=Awr47a_so6tdaBQANbZsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558509/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2frepublicans-criticizing-trump-ukraine-china_n_5d979fbce4b03b475f98fe44/RK=2/RS=D0XNfxjaEqMRdz5sBInnFFNQHsc-","Republicans are not as unified over the controversy as the president is insisting.","","10/04/2019 05:53 pm ET","Republican Jim Steineke, the GOP leader of the Wisconsin State Assembly, took a stand against Trump on Friday after the president insisted on Twitter that he was right to ask other countries to investigate Biden."
"1571529723-8447","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","5","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAuehsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=41&pz=10&bct=0&xargs=0","Joe Biden Goes Big On Assault Weapons, But Not As Bold As Democratic Rivals","Biden Goes Big On Assault Weapons, But Not As Bold As Democratic Rivals","https://search.huffpost.com/click/_ylt=Awr47a_so6tdaBQAPbZsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558509/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fjoe-biden-assault-weapons-gun-policy_n_5d942938e4b0e9e76054d9c3/RK=2/RS=IIx5GpsgDlyE2RRCHdBSsx1F1IQ-","The former vice president’s gun control plan would require owners of assault-style weapons to either sell their guns or register them with the ATF.","","10/02/2019 06:25 am ET","Former Vice President Joe Biden would seek legislation requiring owners of assault weapons to either sell their guns or register them with the Bureau of Alcohol, Tobacco, Firearms and Explosives, his campaign said Wednesday ahead of a major gun violence policy forum."
"1571529729-8476","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","5","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAuehsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=41&pz=10&bct=0&xargs=0","CNN Refuses To Air 2 Trump Campaign Ads Over ‘Demonstrably False’ Claims","CNN Refuses To Air 2 Trump Campaign Ads Over 'Demonstrably False' Claims","https://search.huffpost.com/click/_ylt=Awr47a_so6tdaBQAObZsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558509/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fcnn-rejects-trump-campaign-ads-false-claims_n_5d976269e4b0da7f66261885/RK=2/RS=iyiHRE4PmW3ssUCJD5Qls_ONVWQ-","The ads decried impeachment as a “coup” and bashed the network’s anchors as “media lapdogs.”","","10/04/2019 02:58 pm ET","The ads also claim the House’s impeachment inquiry is “nothing short of a coup” and mock CNN employees as “media lapdogs.”"
"1571529809-9181","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","2","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAtuhsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","Read Live Updates From The 4th Democratic Presidential Debate","Read Live Updates From The 4th Democratic Presidential Debate","https://search.huffpost.com/click/_ylt=Awr9IlU7pKtdem0AfNNsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558588/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fdemocratic-debate-cnn-new-york-times_n_5da60d95e4b062bdcb19cd92/RK=2/RS=wfRMa3.Chv541yR7C0Y88FeAgsM-","Twelve candidates face off in the largest presidential primary debate in American history.","","10/15/2019 07:06 pm ET","Warren: “Impeachment is the way that we establish that this man will not be permitted to break the law over and over without consequences.”"
"1571529762-8657","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","4","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAuOhsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=31&pz=10&bct=0&xargs=0","White House Officials Absent From Sunday Shows As Ukraine Controversy Grows","White House Officials Absent From Sunday Shows As Ukraine Controversy Grows","https://search.huffpost.com/click/_ylt=Awr9CKkIpKtdNQYAc4FsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558536/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fwhite-house-sunday-morning-shows_n_5d9a17dde4b03b475f9b1cb8/RK=2/RS=tqL0g8VG8PcMNGJNhX8B1no4Zgk-","Trump’s facing an impeachment inquiry and not a single White House official signed on to answer questions about it.","Hayley Miller","10/06/2019 04:32 pm ET",""
"1571529757-8640","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","4","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAuOhsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=31&pz=10&bct=0&xargs=0","Habitually Dishonest Trump Pushes His Biggest Lie Yet About The Democrat He Fears Most","Habitually Dishonest Trump Pushes His Biggest Lie Yet About The Democrat He Fears Most","https://search.huffpost.com/click/_ylt=Awr9CKkIpKtdNQYAd4FsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558536/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2ftrump-biden-big-lie_n_5d9cf04ee4b06ddfc50fdff9/RK=2/RS=Ozq2a77z7LEJOnaNIbTNWhwx6AI-","Trump’s accusations against Joe Biden turn reality on its head. Biden’s Ukraine efforts were more likely to hurt his son’s company, not help it.","","10/08/2019 06:48 pm ET","Democrats are proceeding under the notion that merely asking for that assistance is an impeachable abuse of power. And so far, at least a few Republican senators ― 20 of whom would be needed to remove Trump from office ― are giving signals that they might agree."
"1571529732-8492","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","5","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAuehsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=41&pz=10&bct=0&xargs=0","Biden Raised More Than $15 Million In Third Quarter, Campaign Says","Biden Raised More Than $15 Million In Third Quarter, Campaign Says","https://search.huffpost.com/click/_ylt=Awr47a_so6tdaBQAN7ZsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558509/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fjoe-biden-raises-15-million-q3_n_5d96736be4b0da7f6623e344/RK=2/RS=vF0L06aXevMMHgMAXxYB9k.79nQ-","The former VP’s team said the numbers indicate Biden’s staying power, but the Q3 figures fell short of Bernie Sanders’ and Pete Buttigieg’s totals.","","10/03/2019 07:26 pm ET","Sen. Elizabeth Warren (D-Mass.), who rose dramatically in polls over the summer, has not yet released her third quarter fundraising numbers."
"1571529757-8637","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","4","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAuOhsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=31&pz=10&bct=0&xargs=0","Habitually Dishonest Trump Pushes His Biggest Lie Yet About The Democrat He Fears Most","Habitually Dishonest Trump Pushes His Biggest Lie Yet About The Democrat He Fears Most","https://search.huffpost.com/click/_ylt=Awr9CKkIpKtdNQYAd4FsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558536/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2ftrump-biden-big-lie_n_5d9cf04ee4b06ddfc50fdff9/RK=2/RS=Ozq2a77z7LEJOnaNIbTNWhwx6AI-","Trump’s accusations against Joe Biden turn reality on its head. Biden’s Ukraine efforts were more likely to hurt his son’s company, not help it.","","10/08/2019 06:48 pm ET","That debunked theory, of course, was one of the topics during that July 25 phone call ― which wound up triggering the House impeachment inquiry after a whistleblower filed a complaint accusing Trump of soliciting campaign help from Ukraine’s president. That account was then backed up by a rough transcript of the call that Trump ordered released late last month. Additional whistleblowers are now corroborating concerns about the call, as well."
"1571529786-8822","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","3","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAt.hsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=21&pz=10&bct=0&xargs=0","Donald Trump Is Copying Richard Nixon’s Reelection Misdeeds","Trump Is Copying Richard Nixon’s Reelection Misdeeds","https://search.huffpost.com/click/_ylt=AwrS_AgipKtdORUAbhFsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558563/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fdonald-trump-joe-biden-nixon_n_5da4b864e4b0400ea60f57d7/RK=2/RS=rqNWMqUTB_hJElf5Dq1SkpsW5XM-","Nixon’s dirty tricks helped take out his most feared rival Ed Muskie. Trump is trying the same with Joe Biden.","","10/15/2019 05:45 am ET","“By attacking me, by attacking my wife, he has proved himself to be a gutless coward,” Muskie said in an angry and emotional voice."
"1571529809-9058","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","2","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAtuhsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","Read Live Updates From The 4th Democratic Presidential Debate","Read Live Updates From The 4th Democratic Presidential Debate","https://search.huffpost.com/click/_ylt=Awr9IlU7pKtdem0AfNNsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558588/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fdemocratic-debate-cnn-new-york-times_n_5da60d95e4b062bdcb19cd92/RK=2/RS=wfRMa3.Chv541yR7C0Y88FeAgsM-","Twelve candidates face off in the largest presidential primary debate in American history.","","10/15/2019 07:06 pm ET","― Sara Boboltz"
"1571529809-8990","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","2","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAtuhsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","Read Live Updates From The 4th Democratic Presidential Debate","Read Live Updates From The 4th Democratic Presidential Debate","https://search.huffpost.com/click/_ylt=Awr9IlU7pKtdem0AfNNsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558588/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fdemocratic-debate-cnn-new-york-times_n_5da60d95e4b062bdcb19cd92/RK=2/RS=wfRMa3.Chv541yR7C0Y88FeAgsM-","Twelve candidates face off in the largest presidential primary debate in American history.","","10/15/2019 07:06 pm ET","Biden accuses Warren of pursuing vague ideas. Warren responds by touting the Obama administration’s push for the consumer protection agency she recommended."
"1571529806-8922","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","2","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAtuhsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","After Taking Presidential Corruption To New Heights, Trump Calls Everyone Else Corrupt","Trump Takes Presidential Corruption To New Heights, Calls Everyone Else Corrupt","https://search.huffpost.com/click/_ylt=Awr9IlU7pKtdem0AftNsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558588/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2ftrump-corruption-projection_n_5da8bae5e4b034f1d69f56ac/RK=2/RS=1yKSDZwdfPE4bp2jLAbONbWYCsk-","Trump has called Democratic leaders, the news media, former President Barack Obama and the entire 2016 election “corrupt.”","S.V. Date","10/17/2019 04:42 pm ET",""
